Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,WMT,GOOGL,AMZN,AABA
2008-10-09,57.5,27.95,13.34,47.83,48.59,73.75,18.83,23.78,25.62,77.6,21.4,117.75,21.31,95.29,16.71,62.64,41.03,55,28.45,23.76,14.02,17.3,66.14,33.05,50.74,20.13,28.01,54.67,172.43,61.97,13.9
2008-10-10,51.83,22.47,12.2,40.13,42.02,60.5,16.49,21.02,22.59,63.86,18.7,86.11,18.7,87.41,15.01,55.4,35.03,50.04,25.26,21.79,12.58,14.83,58.77,29.68,45.01,16.63,24.18,49.03,156.74,52.99,12.22
2008-10-13,58.75,24.74,14.94,43.57,45,60.17,18.27,21.72,23.71,64.9,22.27,98.93,20.51,90.44,16.18,58.46,43.91,55.32,27.23,22.86,13.92,16.47,61.67,32.6,49.3,18.06,27.35,52.68,178.07,58.96,13.14
2008-10-14,61.96,29.05,16.61,48.63,51.79,72.68,19.91,23.55,27.96,75.05,22.31,125.97,22.65,96.42,17.43,66.5,43.33,59.32,31.32,25.64,14.52,17.39,65.55,37.72,57.63,24.31,29.98,56.03,196.96,63.5,13.78
2008-10-15,58.05,27.1,14.83,44.18,45.79,66.48,18.17,23.42,25.11,70.76,20.46,114.45,20.87,92.77,16.14,64.31,39.33,54.98,28.83,23.78,14,17.29,63.28,36.02,51.39,22.58,28.4,53.44,177.5,54.46,12.49
2008-10-16,54.76,24.85,14.25,42.64,42.2,60.66,16.72,22.4,23.37,63.31,19.51,115,19.5,89.38,15.23,60.74,39.02,52.02,27.26,22.94,13.16,16.54,59.91,33.88,49.7,23.62,26.61,50.57,166.55,46.4,11.9
2008-10-17,56.16,22.92,14.23,43.95,41.39,61.55,17.32,22.48,23.69,67.05,19.35,110.24,19.18,91.75,15.36,62.95,39.63,53.5,27.54,23.56,13.66,16.43,60.65,32.66,52.73,22.99,26.75,53.75,189.67,48.83,12.88
2008-10-20,57.67,23.95,14.25,44.74,39.87,64.1,18.35,22.54,24.96,70.37,20.26,117.55,20.47,92.21,15.5,63.44,40.01,54.87,29.26,24.2,14.57,17.25,62.54,33.93,51.35,24.62,27.61,54.65,190.06,52.17,13.03
2008-10-21,60.15,25.28,13.85,46.32,40.4,67.64,18.7,23.18,26.1,72.45,19.93,120.84,20.5,92.22,15.7,63.71,39.92,56.4,30.38,24.3,14.75,17.67,63.47,35.94,51.2,25.14,28.51,54.18,186.38,51.86,12.62
2008-10-22,59.25,25.15,13.91,44.16,38.08,63.89,17.34,22.8,24.68,68.74,20.04,117.19,20.04,87,15.19,62.27,39.15,55.16,29.1,23.04,13.88,17.05,61.39,33.91,49.83,23.7,27.35,53.08,178.67,50.05,12.36
2008-10-23,58.53,25.16,13.79,43.2,36.78,62.88,17.25,22.8,22.94,65.88,19.24,113.98,19.46,84.09,14.6,61.84,37.36,55.39,28.44,21.55,13.05,16.89,59.13,37.02,48.96,24.26,26.11,52.37,177,43.37,12.15
2008-10-24,58.36,22.58,12.9,42.5,32.02,61.01,16.08,20.5,21.74,64.01,17.46,96,17.9,79.27,13.39,59,35.12,52.41,26.51,21.06,11.9,15.91,56.9,37.3,45.18,22.18,24.32,50,163.4,44.75,11.31
2008-10-27,58.6,23.8,13.58,45.7,32.81,62.58,16.09,20.58,22.02,67.58,18.04,96.8,18.01,80.27,14.06,60.41,35.1,53.47,27.03,21.67,11.8,16.3,58.03,41.16,46.68,22.31,26.1,50.85,167.57,49,11.82
2008-10-28,61.09,24.26,13.63,46.45,34.14,63.72,16.76,20.78,21.99,68.87,18.37,96.99,19.17,81.4,14.58,61.44,34.95,52.76,26.9,21.64,11.92,16.68,58.4,38.5,46.25,21.27,28.27,50.94,169.69,51.5,11.89
2008-10-29,64.28,25.29,14.41,48.81,35.53,70.22,17.97,22.3,23.75,74.87,19.54,93.35,21.25,87.74,15.6,63.37,37.11,56.62,29.46,23.13,13.04,17.57,63.01,38.55,51.8,22.31,31.39,55.13,183.08,55.53,12.2
2008-10-30,64.49,25.57,15.46,52.28,37.33,72.11,18.29,22.47,24.92,75,19.79,101.16,22.22,91.01,15.49,62.35,36.89,58.96,29.34,23.69,13.63,17.83,62.33,41.77,53.96,22.69,31.6,55.96,184.41,58.76,12.53
2008-10-31,62.48,25.74,15.34,50.62,37.21,73.86,17.79,22.57,25.02,74.37,19.27,88.98,22.7,90.9,15.97,60.84,37.29,57.88,30.02,22.53,13.8,17.76,62.96,40.91,54,22.07,30.68,55,178.26,56.01,13.09
2008-11-03,63.56,27.31,15.13,51.9,38.82,73.44,17.68,22.26,25.85,73.45,19.78,92,23.48,92.64,16.13,61.49,41.25,58.41,30.93,22.48,14.34,17.85,64.72,42.68,54.96,23.68,30.12,56.76,178.97,56.35,12.74
2008-11-04,65.45,29.26,15.71,54.41,40.39,75.42,17.58,23.35,25.29,75.13,19.83,90.69,22.69,94.76,16.18,61.83,41.25,57.77,30.53,23.13,14.22,18.12,65.3,40.55,56,24.3,31.67,56.8,176.9,57.16,13.05
2008-11-05,64.64,29,15.56,52.5,42.64,76.73,18.05,22.86,25.91,76.25,20.69,92.78,23,92.93,16.04,61.75,41.73,57.52,30.68,23.33,14,18.09,65.41,41.93,56.46,22.58,32.22,55.88,181.26,57.47,13.21
2008-11-06,64.04,27.5,14.44,48.97,39.82,73.88,16.69,22.38,24.13,73.12,19.75,85.91,21.9,87.68,14.6,59.73,38.96,55.5,28.56,21.87,12.98,16.98,64.05,40.43,53.18,22.6,30.91,55.58,170.15,49.8,14.84
2008-11-07,62.92,25.14,14.18,46.58,38.49,70.81,17.18,22.42,21.55,70.48,18.62,81.45,21.05,85.78,14.08,58.46,38.23,53.93,28.1,21.32,12.66,16.49,63.7,38.01,50.92,22.41,29.84,53.86,166.73,47.76,12.45
2008-11-10,65.98,25.92,14.31,47.3,40.25,75.22,17.95,23.44,23.9,75.1,19.34,78.77,21.53,87.99,15.01,61,38.28,57.15,29.56,21.84,12.68,17.2,65.46,38.92,53.02,22.52,30.94,55.11,164.16,49.98,12.37
2008-11-11,63.26,23.31,13.54,44.6,36.82,72.78,17.38,22.68,21.85,72.76,18.17,69.88,20.49,83.24,14.03,59.65,35.98,56.42,27.61,21.29,11.98,16.45,64.73,38.25,51.4,21.01,30.47,54.92,154.5,47.1,11.56
2008-11-12,61.18,20.96,13.2,43.23,36.55,71.98,16.84,21.84,21.36,71.35,17.48,71.99,19.86,80.73,13.55,58.83,35.42,55.41,27.4,20.89,11.28,16.46,63.5,39.33,50.8,20,29.6,53.15,151.18,43.99,11.01
2008-11-13,59.23,19.85,12.84,42.03,35.6,67.66,16.37,21.92,20.3,69.54,16.41,67.79,19.89,79.62,13.04,58.4,34.65,54.15,27.39,20.15,11.13,15.88,61.71,39.22,49.8,18.98,29.03,52.97,146.03,41.4,10.32
2008-11-14,63.22,20,13.39,42.01,38.51,73.94,16.89,22.8,21.14,73.8,16.36,67.85,21.74,82.63,14.07,61.52,36.33,55.33,27.96,20.56,11.96,16.45,64.87,42.97,51.29,20.27,30.47,54.4,151.78,43.61,10.84
2008-11-17,62.33,19.47,12.64,40.61,36.71,72.1,16.47,22.31,20.08,73.5,15.95,64.79,19.92,79.4,13.21,58.8,33.82,55.9,26.73,19.74,11.51,16.1,63,41.4,49.61,19.73,29.87,52.77,151.65,39.91,10.5
2008-11-18,60.23,18.95,12.81,40.6,35.33,70.98,16.35,21.66,19.92,73.5,16.03,62.73,20.66,79.13,13.12,58.78,32.76,55.02,25.68,19.5,11.53,15.95,62.25,41.19,47.65,18.58,29,51.68,150.94,39.73,11.93
2008-11-19,61.83,18.96,12.78,39.28,36.1,73.14,16.18,21.82,20.56,76.2,15.87,61.33,20.48,79.93,13.01,60.44,31.69,56.25,25.83,19.63,11.62,16.15,63.88,40.79,49.14,18.91,28.83,52.5,147.84,37.97,11.54
2008-11-20,58.25,18.49,12.18,36.98,33.37,69.13,15,21,19.59,71.84,14.1,54,19.44,75,12.28,58,27.74,54.73,25.18,18.12,10.82,15.49,61.67,37.3,45.3,17.6,26.54,50.61,137.58,35.29,9.1
2008-11-21,57.78,18.42,11.7,37.18,33.66,65.46,14.81,20.82,19.24,69.78,13.56,54.54,18.82,72.74,12.45,56.48,23.74,53.68,23.9,18.02,11.1,14.99,60.05,35.96,43.78,16.72,27.4,51.4,131.39,36.39,9.28
2008-11-24,62,19.19,12.17,40.05,36.49,71.66,15.44,22.24,21.36,76.82,14.63,56.13,19.62,75.74,13.33,59.22,23.92,55.54,24.84,19.89,12.04,15.96,63.44,39.1,47.17,17.57,29,53.3,134.76,38.79,9.56
2008-11-25,64.34,21.72,13.52,40.55,36.87,75.19,16.49,22.92,22.3,78.39,15.94,71.41,21.63,81.37,13.78,59.99,29.63,56.5,25.85,20.86,12.82,16.34,64.54,41.41,50,19.59,30.25,53.75,134.47,42.09,10.12
2008-11-26,62.45,20.91,12.85,39.35,36,75.86,15.2,22.13,21.3,77.38,15.44,69.63,21.55,79.52,13.04,57.62,28.76,55.66,25.4,19.73,12.16,15.63,61.77,40,46.19,19.93,29.82,53.81,140.28,40.87,9.93
2008-11-28,65.18,22.22,13.53,41.17,39.2,78.25,16.19,22.6,22.42,79.86,16.37,75.94,23.41,81,13.79,58.47,30.36,57.63,25.68,20.23,13.5,16.02,63.04,42.87,47.56,20.81,32.49,56.58,145.44,44.03,10.76
2008-12-01,64.95,22.39,13.04,41.64,38.92,76.5,16.16,23.1,22.04,77.89,16.36,75.8,22.55,80.95,13.46,57.66,30.67,58.07,26.37,19.88,13.07,16.18,63.73,41.86,47.93,21.67,32.14,55.37,143.48,42,11.82
2008-12-02,60.7,20.15,12.86,40.54,37.3,73.74,15.17,22.51,20.65,75.59,16.14,63.65,21.52,77.8,12.92,56.11,26.54,56.87,25.87,18.99,12.17,15.68,61.6,37.9,46.43,20.5,31.19,53.77,135,41.39,10.81
2008-12-03,59.66,20.04,12.77,40.23,37.39,73.7,14.91,21.84,20.6,76.16,17.07,63.07,21.32,78.62,12.74,56.08,27.44,56.76,25.65,18.65,12.23,15.82,60.52,38.97,45.82,19.84,31.43,52.69,135.06,40.16,11.12
2008-12-04,60.13,21.26,13.49,39.84,39.1,73.44,15.65,22.78,21.54,77.54,17.83,68.19,22.47,80.03,13.36,57.42,29.84,59.24,25.33,19.4,12.79,16.36,62.28,39.25,46.74,20.04,32.73,55.11,138.4,45.94,11.38
2008-12-05,58.21,20.53,12.91,38,37.05,70.85,15.16,22.16,21.51,75.67,17.38,66.76,22.83,76.78,12.71,55.86,30.41,60.1,24.67,18.91,12.74,16.05,60.81,38.25,46.66,19.52,31.87,54.29,135.65,45.89,10.96
2008-12-08,59.01,22.57,13.9,40.35,40.83,76.03,16.5,23.24,23,78.59,18.42,73.87,24.97,82.57,13.56,59.07,33.97,63.35,27.01,20.35,13.63,16.87,63.01,44.58,50.11,21.98,34,58.58,145.14,49.15,12.17
2008-12-09,55.46,24.04,14.01,41.57,42.05,77.28,16.91,22.76,24.08,79.02,18.28,75.42,23.89,83.82,13.64,58.95,35.67,60.62,27.36,20.62,13.82,16.54,61.97,43.93,48.43,21.23,34.01,57.18,148.99,49.81,11.9
2008-12-10,56.91,22.27,13.98,41.49,43.25,76.8,17.3,22.24,23.85,79.22,18.03,73.8,23.39,83.95,14.26,58.82,34.4,60.22,26.41,20.82,12.9,16.65,60.27,42.59,48.45,21,33.87,55.96,154.77,51.46,12.67
2008-12-11,56.77,21.01,13.91,40.65,43.01,79.01,17.13,22.59,23.41,80.33,17.4,70.35,23.87,81.5,14.24,57.4,32.6,61.1,26.8,20.11,12.54,16.41,57.77,40.16,47.18,21.31,32.53,54.5,152.24,49.33,13.16
2008-12-12,54.27,19.36,13.26,39.56,40.05,77.12,16.53,21.88,22.12,78.04,16.6,65.7,22.31,78.68,13.7,57.21,28.44,59.62,25.9,19.15,11.92,16.53,58.33,38.5,45.81,22.82,31.74,53.75,148,47.52,12.31
2008-12-15,56.6,20.4,13.71,39.6,42.57,80.19,16.88,22.44,22.93,81.32,16.95,67.12,23.62,82.51,14.75,57.73,29.34,60.69,26.95,19.34,12.5,16.91,58.15,40.41,49.49,23.65,32.94,54.99,157.16,50.65,13.1
2008-12-16,55.57,19.64,13.43,39.21,42.73,78.95,17.04,22.64,23.04,80.41,17.13,69.57,23.73,83.11,14.72,58.45,29.01,61.14,27.05,19.21,12.07,16.75,59.9,40.68,50.65,23.06,32.75,55.01,157.42,49.62,12.88
2008-12-17,57.5,19.41,13,41.16,43.35,78.45,17.17,23.04,23.57,82.57,17.62,75.33,24.01,85.44,15.41,59.05,31.5,62.61,27.19,19.81,12.18,17.23,60.99,43.01,50.9,23.96,33.29,55.19,159.48,52.26,13
2008-12-18,58.9,19.99,12.76,41.31,45.43,76.5,16.87,23.04,23.67,80.56,17.54,79.67,24.8,85.77,15.06,59.55,32.16,63.02,27.39,19.86,12.67,17.34,61,41.29,50.78,24.16,34.23,55.46,158.51,53,13.13
2008-12-19,58,19.14,12.85,41.32,42.72,73.57,16.64,22.72,23,76.8,16.16,79.37,24.82,85.22,14.42,59.55,30.11,61.78,28.06,19.42,13.32,17.35,60.8,44.23,52.2,25.02,33.69,55.68,155.65,51.59,12.92
2008-12-22,56.53,19.33,12.86,40.65,43.12,71.6,16.61,22.36,22.41,75.21,16.56,80,24.09,83.27,14.48,59.18,30.64,60.32,28.47,19.24,12.82,17.38,60.89,42.94,50.65,26.47,33.42,55.99,154.43,51.6,13.03
2008-12-23,56.71,18.69,12.41,41.25,42.08,70.1,16.42,22.36,22.18,75.5,16.27,77.41,23.59,82.35,14.44,59.19,30.23,61.58,29.36,19.28,12.3,17.34,60.57,42.74,52,25.93,33.56,56.15,150.37,50.12,12.47
2008-12-24,55.61,18,12.31,40.24,41.27,68.79,16.25,22.02,21.91,74.62,16.1,75.54,23.69,80.55,14.06,58.8,28.65,61.23,29.36,19.26,12.01,17.1,59.95,41.8,50.79,26.16,32.88,55.63,150.89,51.66,12.41
2008-12-26,55.55,18.08,12.38,39.76,41.98,69.92,16.36,22.2,22.29,76.04,16.05,76.83,23.61,80.93,14.21,58.84,30.05,61.5,29.4,19.2,12.32,17.07,60.6,42,51.22,26.08,32.96,55.7,152.19,53.79,12.3
2008-12-29,55.55,17.96,12.36,40.38,42.71,71.25,16.16,22.43,22.15,78.28,15.95,76.43,23.54,81.72,14.24,58.58,29.99,60.99,29.11,19.15,12.42,17.12,60.78,42.44,50.92,26.41,33.35,55.35,150.26,51.43,12.46
2008-12-30,55.56,17.82,12.49,40.08,42.57,71.5,16.04,22.31,21.48,78.02,15.8,77.29,23.5,81.83,14.32,58.48,29.89,60.87,28.66,19.01,12.33,17.41,60.5,43.81,51.78,25.82,33.37,55.24,150.55,49.51,11.91
2008-12-31,57.23,17.97,12.28,41.59,43.7,72.9,16.18,22.58,22.57,78.42,15.82,82.24,23.14,83.5,14.71,59.18,30.7,61.64,29.7,19.31,12.45,17.65,61.35,44.89,53.15,27.06,33.18,55.27,152.25,50.74,11.95
2009-01-02,57.55,18.57,12.27,42.8,44.91,74.23,16.41,22.7,22.76,80.06,16.51,84.02,23.07,83.89,14.69,60.13,31.19,62.38,30.46,19.53,12.74,17.88,61.69,45.26,53.46,26.7,34.12,55.98,154.45,51.35,12.17
2009-01-05,58.79,19.2,13.31,45.5,46.9,76.16,16.85,22.78,23.51,81.27,17.17,85.81,24.02,86.42,15.07,60.42,30.73,63.26,31.45,20.2,13.16,18.4,62.32,44.76,54.32,27.4,33.7,56.96,160.66,55.73,12.72
2009-01-06,58.74,20.3,13.71,46.85,46.79,77.56,17.33,22.85,23.81,82.14,16.86,90.05,24.94,87.11,15.09,60.33,29.79,63.99,31.08,20.75,13.45,18.32,62.5,43.16,54.6,27.11,32.68,56.61,166.66,54.55,12.96
2009-01-07,58.61,20.53,13.12,45.1,45.22,76.41,17.37,22.11,23.89,79.25,16.67,86.91,24.87,87.83,14.79,59.24,29.15,61.93,29.61,20.19,12.9,17.68,61.33,42.47,53.65,26.71,31.82,55.49,164.32,56.29,12.71
2009-01-08,57.68,19.8,12.92,44.5,42.93,73.61,17.23,22.42,23.1,77.91,16.05,83.52,24.12,87.81,14.45,59.66,27.9,60.83,29.68,19.63,12.57,17.4,60.91,41.7,53.17,26.1,31.86,51.31,159.3,54.99,12.37
2009-01-09,58.8,20.16,13.32,44.8,43.91,73.88,17.24,22.62,23.12,78.88,16.21,85.91,24.48,87.05,14.59,59.14,27.55,60.71,28.9,20.17,12.86,17.72,60.64,42.3,53.85,26.75,32.5,51.58,163.91,56.92,13.42
2009-01-12,57.64,19.01,12.92,44.28,43,72.23,16.68,22.23,22.3,76.54,15.96,83.36,23.85,84.57,14.16,59.08,25.92,60.1,28.73,19.71,12.35,17.67,59.75,41.84,52.67,26.58,32.22,51.5,158.31,54.12,13.09
2009-01-13,56.85,18.64,12.61,43.38,41.11,70.58,16.29,21.9,21.52,76.46,15.65,74.16,22.96,85.5,13.59,58.6,25.21,60.31,28.41,19.52,12.45,17.4,59.96,40.55,52.08,24.92,31.8,51.59,156.04,50.96,12.09
2009-01-14,55.31,18.43,12.32,41.88,40,70.81,16.1,21.75,20.93,77.04,14.59,75.88,22.15,84.2,13.46,58.55,25.59,58.51,27.93,19.53,12.06,17.29,59.05,40.85,49.9,24.7,31.14,51.28,155.15,50.1,12.26
2009-01-15,55.08,18.18,11.51,41.07,39.16,69.7,15.62,21.28,20.8,74.7,14.08,75.03,21.92,83.61,13.01,58.09,26.54,57.2,27.81,19.07,11.66,17.22,57.09,40.07,50.03,24.06,30.16,51.56,148.93,48.56,12.32
2009-01-16,55.59,17.87,12.04,41.45,40.59,72.08,16.22,21.95,21.67,77.62,14.2,75.98,23.34,84.61,13.88,58.07,24.83,58.74,28.4,19.63,11.84,17.77,58.08,40.83,50.55,25.39,30.56,51.9,152.66,51.8,11.87
2009-01-20,56.42,16.84,11.7,42.08,39.15,70.93,15.81,21.89,21.46,77.08,13.95,69.6,22.9,84.76,13.56,56.51,21,59.59,28.13,19.46,11.53,17.24,57.77,39.88,50.9,25.41,29.98,51.41,149.72,50.75,11.72
2009-01-21,54.61,16.35,11.34,40.75,39.27,68.43,15.32,21.7,20.84,76.26,11.88,63.39,22.29,86.29,13.01,57.59,19.29,57.98,28.23,18.87,11.17,17.3,58.2,40.11,49.59,24.21,30.25,50.22,144.32,49.31,11.17
2009-01-22,53.65,16.33,12.58,41.73,38.89,69.92,15.38,21.32,20.79,77.69,12.39,67.28,21.91,89.83,12.83,56.37,22.36,58.07,27.25,18.05,11.26,17.27,57.38,39.92,48.66,25.44,30.73,48.94,149.17,49.42,11.35
2009-01-23,53.01,15.2,12.4,40.91,35.99,68.4,15.04,21.32,20.43,76.4,12.69,67.87,21.38,88.4,12.85,56.15,21.92,57.24,27.74,16.97,11.19,16.76,56.54,37.94,47.45,27.17,29.77,48.09,154.79,48.9,10.9
2009-01-26,53.54,15.57,12.69,42.46,33.6,71.43,15.85,21.15,21.08,78.68,12.48,76.06,22.1,89.77,13.08,56.2,25,57.23,28.07,17.29,11.45,16.47,55.95,38.51,47.9,28.16,30.34,48.64,162.59,50.18,11.26
2009-01-27,53.75,16.09,12.88,43.29,33.24,71.28,16.43,21.64,20.91,78.27,12.73,75.51,22.74,91.77,13.51,56.85,25.12,58.8,27.86,17.78,11.48,15.61,56.48,38.52,49.26,28.27,29.7,48.95,163.39,49.3,11.2
2009-01-28,54.45,17.8,13.16,43.47,33.26,72.99,17.06,22,21.64,79.37,13.31,84.28,22.59,92.7,14.13,58.23,27.19,59.7,28.86,17.8,11.58,15.95,57.5,41.65,49.44,29.61,30,49.51,169.16,49.72,12.23
2009-01-29,55.63,17.26,13.3,42.76,32.61,72.51,16.7,21.85,21.93,77.58,13.33,85.13,22.5,93.58,13.85,58.17,26.74,58.78,28.52,17.78,11.78,15.29,57.79,40.11,50,29.68,30.84,48.56,172.44,49.96,12.02
2009-01-30,56.59,16.94,13.23,40.76,31.58,72.3,15.91,21.72,21.31,78.25,12.72,83.59,22.22,92.23,13.45,58.18,25.81,58.5,28.85,17.74,11.57,15.09,56.5,39.86,48.74,28.76,30.27,48,172.52,57.36,11.86
2009-02-02,52.79,16.35,12.73,41.73,30.1,69.52,14.86,21.1,20.08,76.06,12.03,78.78,21.21,90.6,12.82,57.25,25,57.62,28.09,17.03,11.14,14.63,54,37.79,47.26,28,30.27,46.57,167.31,58.57,11.5
2009-02-03,51.25,17.07,13.13,41.45,29.81,70.57,15.48,21.25,20.78,76.85,11.88,84.3,21.97,91.07,13.67,58.07,25.03,58.29,29.88,17.85,11.17,14.4,53.49,39.14,48.24,29.61,31.26,47.03,171.46,60.87,12.3
2009-02-04,51.91,16.19,13.32,42.12,30.44,72.29,15.72,21.68,19.59,78.55,11.56,83.7,21.63,93.74,13.78,58.71,24.25,59.17,30.25,18.54,11.6,15.04,54.33,39.41,48.27,29.8,31.65,46.89,170.21,63.38,12.67
2009-02-05,50.55,16.4,13.25,41.75,30.35,71.48,15.54,21.11,18.87,77.57,11.09,86.77,21.48,92.13,13.65,57.93,23.74,57.5,28.6,18.51,11.44,14.54,52.29,38.29,47.23,28.66,29.95,47.17,170.63,61.15,12.93
2009-02-06,51.63,17.35,13.86,42.52,32.38,72.58,16.42,21.36,18.76,78.81,10.9,94.27,22.39,92.51,14.44,58.26,25.51,58.12,30.01,19.16,11.83,14.54,53.42,38.6,48.17,28.77,31.32,48.84,178.41,63.18,13.41
2009-02-09,52.46,17.91,14.29,42.8,33.47,74.41,16.99,21.66,19.82,80.39,11.34,97.02,23.47,95.93,14.64,58.46,26.65,59.03,30.66,19.64,12.18,15.12,53.89,39.85,49.09,29.62,31.97,49.56,185.83,66.56,13.59
2009-02-10,53.86,17.5,14.48,41.29,32.86,74.36,16.59,21,19.28,79.28,12.54,96.79,22.9,95.58,14.78,57.98,26.86,59,30.47,19.25,11.82,13.74,52.74,40.22,49.25,29.27,31.3,49,188.18,66.15,13.54
2009-02-11,51.76,16.3,13.77,40.51,31.35,71.47,16.18,20.48,18.95,76.61,11.95,91.75,22.36,93.48,14.26,56.88,25.25,57.49,29.1,18.94,11.34,14.18,51.8,39.3,47.26,27.8,30.35,47.98,179.65,63.1,12.87
2009-02-12,50.45,15.91,13.69,39.58,30.75,69.95,15.97,21.32,18.33,73.57,11.75,92.65,21.7,94.41,13.81,56.92,25.35,56.79,29.23,18.97,10.92,14.3,50.93,40.01,46.6,27.8,29.78,47.98,176.76,63.25,12.5
2009-02-13,50.6,16.05,14.14,39.89,31.41,69.71,16.2,22.1,18.72,74.99,11.55,95,21.78,94.79,13.91,57.71,25.25,57.06,29.27,19.27,11.06,14.52,51.37,41.39,47.14,29.42,29.73,47.75,181.28,63.97,12.67
2009-02-17,48.93,14.93,13.84,39.49,30.3,67.23,15.68,21.5,18.07,72.72,11.2,92.26,20.7,91.73,13.56,56.07,22.8,55.9,28.14,18.49,10.68,14.28,50,39.72,45.97,28.19,28.79,47.53,173.43,61.67,12.31
2009-02-18,47.26,14.11,13.58,38.77,29.16,66.49,15.45,21.39,17.95,71.51,11.07,87.69,20.25,91.17,13.32,55.7,22.18,56,28.71,18.22,10.58,14.11,49.84,40,45.75,28.44,28.45,48.94,173.79,62.27,12.12
2009-02-19,46.58,14.26,13.34,38.24,28.95,65.99,15.46,21.56,17.78,71.87,10.94,86.41,19.95,91.06,13.33,56.26,22.07,55.92,28.93,18.3,10.98,14.3,51.5,39.56,45.2,28.58,28.49,49.44,178.91,62.84,12.35
2009-02-20,46.84,12.59,12.8,36.73,26.14,65.48,14.96,21.48,17.25,70.94,9.71,81.95,19.68,88.05,12.53,55.01,19.71,54.88,28.1,17.77,10.58,13.83,50.24,37.17,44.03,28.13,27.62,49.99,169.19,61.07,11.9
2009-02-23,47.56,13.27,13.09,36.73,27.26,65.99,15.2,21.51,17.71,72.25,9.58,86.51,19.43,89.3,12.9,54.17,20.9,54.75,27.62,18.02,10.86,13.7,50.49,38.49,44.14,26.6,29.02,50.35,173.67,64.16,12.2
2009-02-24,45.73,12.3,12.49,34.44,25.25,63.27,14.39,21.36,17.11,69.72,8.95,81.53,19.65,84.63,12.17,54.6,20.13,54.22,27.91,17.03,10.41,13.37,52.46,38.17,42.37,23.77,28,48.78,165.68,61.97,12.57
2009-02-25,47.05,13.44,12.84,35.27,26.04,65.3,14.92,21.47,17.78,71.4,9.09,91.55,20.35,86,12.72,54.32,20.83,54.4,28.19,17.01,10.66,13.43,49.59,39.42,42.66,24.1,28.48,48.97,171.25,64.9,12.45
2009-02-26,47.21,13.62,13.14,34.5,25.4,64.36,15.05,21.38,17.54,71.77,9.28,92.3,20.55,86.85,13.32,54.49,23.32,54.52,28.17,17.05,10.62,13.21,50.1,38.64,41.75,23.34,28.85,49.51,173.15,64.12,12.88
2009-02-27,45.65,12.15,12.56,32.3,23.75,61.91,14.3,20.48,16.68,69.79,8.6,88.63,20.17,88.12,12.5,51.59,21.63,51.57,25.47,16.29,10.06,12.47,48.66,35.71,40.61,20.19,28.26,47.87,166.64,61.26,12.66
2009-03-02,44.62,11.68,12.59,30.96,24.07,59.37,14.33,20.22,16.48,67,8.29,87.86,20.35,91.17,12.51,49.03,21.7,51.8,23.82,15.96,10.21,12.08,47.32,35.29,40.23,19.19,28.06,48.81,166.83,63.94,12.85
2009-03-03,43.17,11.27,12.7,29.7,22.65,58.48,14.49,19.9,16.16,65.84,7.84,88.33,19.58,90.16,12.48,47.98,21.68,52.14,23.68,16.03,10.09,11.84,47.33,36.41,39.48,17.74,27.51,48.34,165.2,62.75,12.79
2009-03-04,43.88,12.13,12.88,29.86,23.81,59.06,14.64,19.62,16.52,65.56,7.24,84.9,18.99,88.97,12.7,47.78,21.74,53.1,23.21,16.12,10.18,12.11,46.93,34.27,39.17,18.11,27.77,47.96,161.74,62.8,12.72
2009-03-05,43.53,11.27,12.92,29.22,24.7,58.06,14.94,19.58,16.5,64.18,6.75,82.88,18.51,88.13,12.56,48.31,18.5,52.36,22.6,15.86,10.34,12.37,46.45,34.6,38.09,17.52,27.56,50.35,158.4,64.12,12.77
2009-03-06,42.84,10.66,12.62,29.61,23.9,57.53,14.58,19.08,15.84,62.98,7,82.33,18.3,87.47,12.42,47.6,17.19,51.24,22.35,15.35,10.06,12.66,45.87,33.77,38.24,16.57,27.96,50.15,153.76,65.2,12.6
2009-03-09,41.31,9.99,12.03,29.98,22.88,57.63,14,19.74,15.48,62.88,6.95,73.77,17.74,84.7,12.33,47.46,15.37,51.69,20.15,15.2,9.84,12.38,45.3,33.84,38.03,17.67,26.97,48.56,150.14,62.2,12.85
2009-03-10,42.1,11.14,12.12,31.42,24.76,59.89,14.04,19.82,15.23,65.59,8.01,77.68,18.34,85.11,12.8,47.23,17.35,52.83,21.63,15.37,9.74,12.7,44.51,34.24,38.29,17.64,26.65,47.61,149.27,62.49,12.81
2009-03-11,44.87,11.58,12.83,32.59,26.97,61.1,14.79,19.58,16.76,67.38,9.23,86.89,19.42,87.51,14.04,48.22,20.35,52.51,22.14,16.63,10.5,13.1,45.59,35.77,40.85,19.42,28,48.66,155.21,66.24,13.31
2009-03-12,47.05,11.76,13.27,33.01,26.21,61.71,15,19.79,16.8,66.01,8.73,92.03,19.65,88.59,14.24,47.72,20.15,51.39,21.86,17.01,10.86,13.25,44.89,34.89,40.82,19.03,27.44,47.87,158.93,68.35,13.35
2009-03-13,48.32,13.14,13.76,33.72,27.44,63.88,15.46,20.54,17.64,67.39,9.9,97.79,20.44,90.4,14.57,49.68,23.59,52.67,24.26,16.98,11.19,13.96,46.1,37.17,41.46,20.51,28.29,48.67,163.21,69.64,13.58
